Title,Review,Rating,Date
Perfect for almost any weather,"I love this top. i bought it in the blue but loved all the colors. i fell in love with it on-line and hesitated ordering it only because i was afraid that the arm holes would be too large (based on what i saw in the picture). fortunately they had it at my local retailer, so i was able to try it on. my usual xs fit perfectly. great flow, soft and casual. perfect for those cool nights in the summer or layered with a cardigan in the winter.",5,10/05/2018
Great buy!,"36dd, 10/12 in tops, 12/14 in bottoms

this tank is amazing! the flowing a-line shape is very flattering. the armholes are perfect - all too often i see a good tank top ruined by large, gaping armholes. no bra peek-a-boo here! fabric is a stretch micro-rib knit that doesn't cling too tightly, just enough to give the top good definition. i took the size large for the length - just past the hips on me. the side slits keep the look flowy. the light blue contrast color is light grey, while the brigh",5,02/03/2018
Great top!,This top is great. it hangs in the perfect way to hide imperfections. the orange/red is a great accent and i received compliments when i wore it.,5,14/08/2018
Soft & pretty,Bought the blue/gray - love the color. just the right amount of cling. adorable alone or under cardigan. super deal on sale.,5,05/06/2018
Love it!!!,"I bought this item in store, in the loden green color. i absolutely love it as a light winter dress or tunic. the material is thin, but provides a nice coverage nonetheless. it is super duper comfy, and very figure flattering! i wear it mainly as a dress, and looks great with tights and ankle boots. so pleased ordering the other color.",4,02/10/2018
Tighter than expected,"I ordered this in green when it was on sale and was so excited to get it. i thought the color would compliment my complexion perfectly. i read the other reviews who mentioned this item fit closer to the body than what is shown on the model - i wish i would have listened. while it is a very comfortable piece and stretches, it is a lot tighter than i wanted and because of that it is a bit see through. i didn't want to have to wear a cami underneath and i am pretty curvy. this top does show many of",4,19/10/2018
Unimpressed,This top was much more fitted than expected and was not flattering. i would not recommend.,2,02/03/2018
Not as expected,"The material was thin, showed every lump you'd rather hide and clung to the body. even the sleeves were tight. looked inexpensive.",2,02/08/2018
Cagrcoal shimmer fun,"I aded this in my basket at hte last mintue to see what it would look like in person. (store pick up). i went with teh darkler color only because i am so pale :-) hte color is really gorgeous, and turns out it mathced everythiing i was trying on with it prefectly. it is a little baggy on me and hte xs is hte msallet size (bummer, no petite). i decided to jkeep it though, because as i said, it matvehd everything. my ejans, pants, and the 3 skirts i waas trying on (of which i ]kept all ) oops.",5,25/06/2018
"Shimmer, surprisingly goes with lots","I ordered this in carbon for store pick up, and had a ton of stuff (as always) to try on and used this top to pair (skirts and pants). everything went with it. the color is really nice charcoal with shimmer, and went well with pencil skirts, flare pants, etc. my only compaint is it is a bit big, sleeves are long and it doesn't go in petite. also a bit loose for me, but no xxs... so i kept it and wil ldecide later since the light color is already sold out in hte smallest size...",4,10/04/2018
Amazingly soft and comfy but...,"This is so so soft and has a nice stretch to it. the fit is great, love the side zippers. i wore it today for the first time and before i even arrived at the office i noticed a crazy amount of pilling where my purse rubbed. nothing i cant get rid of (till next time i carry a bag!) but if this keeps up there soon won't be much of a shirt left. very disappointing for the price. was lucky enough to snag this on sale but it was still pricey for the quality.",3,24/10/2018
Perfect for spring,"Adorable, true to size and just as pictured. there is no hook and eye clasp as stated but still cute. light weight and will be perfect over dresses and summer tanks. wish there were additional colors. i love the white though.",5,11/11/2018
Sooo comfortable and slouchy/drapey - in good ways,"This is what i'd been looking for without even knowing it! it's long without being too long, and most importantly - its soft, not scratchy the way so many winter clothes can be. i wasn't sure if i should order the small or the medium so i went with the medium, and it fits great. the weave is just slightly wide, but not to the point where you have to wear a cami or tee underneath, but the fit is loose enough that you can, if you want to for added warmth. i really like it.",5,27/10/2018
Average top,"This is an average top. i thought it would be a good work shirt (my office is very causal), but it was just too loungey looking. fit is true to size. the fabric is thin- a little see through. not worth $108 in my opinion. i returned it.",3,12/09/2018
Nice little t,"This t fits perfect and looks great with just about anything. my only concern is the fabric is super light. not enough to be see through, but just enough to make me question the quality. i like it and i have worn it a couple of times now with no issues though. the drape is nice and not super revealing; discreet enough for work. i ordered the white and if it holds up i will certainly order another color because it is very versatile.",4,04/05/2018
Just alright,"I was really excited to get this top but unfortunately its going to have to go back. i am 5'6 120 and usually a s fits. however, this was really tight. also, the material is really really thin for the $90 price-tag. save yourself some money and avoid this one.",3,30/03/2018
Classic,"Love this top.
the fit is perfection!
the fabric is wonderfully soft.
i ordered the green, love this color.
will be ordering it in the grey also..
fits very true to size.",5,15/04/2018
Runs small,"This top is beautiful in the model shot, but average in person. it ran really small, i usually take a medium in retailer tops and ordered this in a medium. it barely fit over my chest, and was pretty short (i am 5'7""). also, the material is very thin, not so much that you can see your undergarment, but if you get cold everyone will know it. also, for the price, i expected a sturdier fabric. i would recommend holding out for sale, if you are interested in this top.",3,21/11/2018
Disappointing,"I was expecting a tunic with a bit of structure and weight to layer over leggings, with boots, etc.

this is just an oversized turtleneck - there's nothing special about it. it's thin material. nothing to justify the price.

the sizing seems odd. i'm normally a 2 on the top and 4 on the bottom. the xs was huge up top (i was swimming in it - much larger than it appears in pictures on the model) and spanned across my hips (more than the model).

even if i could find a size that worked, there was n",3,17/08/2018
So flattering,"A perfect go-to top. looks great with jeans - dark , faded or bright white. top it with a cardigan or wear it bare - it offers a flattering fit with its high-quality, textured fabric. i normally wear a small or medium top. an extra-small fits me perfectly.",5,31/03/2018
"So flattering, no need for petite","I just tried this top on in xs regular even though i generally wear xspetite in retailer and it fit great (34aa - 26 - 34). i think it's flattering on my fairly straight body with the halter neck, fitted waist and peplum. i would guess it would be flattering on many body types; it highlights shoulders beautifully. it was very hard to get my head through the small, not-too-stretchy opening so you may want to try it on without makeup. i knocked off one star because the neck band wasn't symmetrical,",4,09/11/2018
Beautiful classic shirt!,"This shirt runs a little big, i bought it for my niece who usually wears a medium , but the small fit her. she is tall and this was a nice length on her.it's very comfortable and is a a perfect staple to send her off to college with. i paired it with the nouveau belt in silver- as an option for her to wear it with- great buy!
my niece is 5' 11"" with an athletic build.",4,11/03/2018
Carpet fabric,"The fabric is really itchy, i felt like i was wearing a carpet, and it reminded me of the 70's fabric crimplene. this will not be comfy in humid weather. the top also had a strange synthetic odor.it was returned.",3,09/06/2018
Comfy and not binding,"I am 5' 5"" 150 lb and i usually wear a 10 or 12 in tops because i don't like clothing too tight on top. i took a chance and got the xl because it was all that remained. now i wish i could be more! please bring this back retailer!",5,26/07/2018
Hole in it after a month,"I have had this shirt for a little over a month. i've wore it maybe 3-5 times and there is a small hole in the middle of the sleeve on my shoulder. it's not even on a seam, so i can't fix it. i expect much better quality from retailer. don't buy this. the quality is very disappointing. which is really unfortunate because this is a very nice fitting shirt and goes well with pencil skirts.",2,05/02/2018
Thin layering turtleneck,"I ordered this turtleneck in white and was very surprised to find that the material is so thin and gauzy it's sheer. i will definitely have to wear a white camisole under this every time i wear it, even when using it as a layering piece. it seems to run true to size if not a little small. the neck is interesting because it is so light and floppy...you can adjust several ways. it doesn't hold form well, though. i will most likely keep it but will never wear it without something both under and ove",3,05/07/2018
So sexy,"The top runs small, it is a very sexy and slimming top. i tried in l, it was too small so i have ordered it in xl. i hope it fits because it is very fitted and i am worried that the bottom will roll to the top with a fabric like this. but it is a very sexy, good looking, and slimming top. i love it!!",4,08/05/2018
Beautiful but runs large.,"This is a beautiful top, but it runs large.
i am exchanging for one size smaller.
it is worth the effort of exchanging!
well made, beautiful lace.",5,09/02/2018
Great top!,"The photo does not do this top justice. if you pull the tie a bit, it shapes the blouse a bit. i have a few work tops from retailer that i treasure -- they look good, wear well, wash easily and drip-dry perfectly. this top fits the bill too. and it goes with navy, black or even wine-colored pants. grab one!",5,19/09/2018
A favorite this season,This top is totally adorable. it's one of my favorite retailer tops this season. i wear it with jeans or even red skinny pants and i get tons of compliments on it. it fits true to size and the material is washable and durable.,5,17/10/2018
Looks just like the pic,"The fabric of this top is a tee shirt, mid weight material. it has a nice drape and the color variations along the vee are true to the photo. i purchased size large and it's a bit wide and long for my frame. you could safely size down. the fabric drapes nicely but i didn't like the sleeves or length and it fits large so am returning.",4,16/10/2018
A very cute cropped topper,"This is an adorable topper for all these ballgowns when you have no top. that said, it was a lot shorter on me than i expected. i attribute this to the fact that i have a chest. the fit is true to size, but while not showing much tightness around the chest to any gape in the buttons in the back, it became more of a crop top. i have been needing a short topper so i'm definitely keeping this. the back button detail is adorable. the lace for me is soft and not stratchy or irritating but i only trie",5,17/06/2018
"Wow, beautiful!","This top is absolutely gorgeous!! i ordered in xs and unfortunately could not button it, too tight. for reference i am 5-3"", 120 lbs, 34b. i will definately be exchanging it for a size s, i just love how classy and glamorous this top is. i do wish it were a few inches longer, but it still looks so nice. i agree with other reviewer how nice it will go over a cocktail dress. hoping the size s has a better fit on me!",5,28/03/2018
Ooooo! love this so much more than i thought,"This blouse is beautiful, and very versatile, as others have said. i seem to have been buying many maeve prints lately, and got used to that fit. this blouse fits slimmer, but not tight, and ends up extremely flattering. the arms are also a bit slimmer in cut but not too tight -- the fabric has a little give/stretch and so even f they aren't totally loose, it's still comfortable. the lace detail is subtle but pretty. i am going to wear this to death, i can tell.",5,13/04/2018
Cute and unique top,"This top is really cute. the fabric is soft with a little stretch to it. the lace shoulders with the denim cutouts add so much to this top. i was afraid it might make it too stiff & bulky around the shoulders, but it doesn't. very cute. the armholes are cut on the bigger side, but not so big that it shows your bra strap or anything.(just comfortable) the cut is also very nice and the pleats make it more body slimming. runs pretty tts. i ordered my usual medium and it's not quite as form fitting",4,27/01/2018
Good just not great.,Nice shirt seems well made. good just not a great fit for me.,4,16/10/2018
Very pretty and comfortable,"A very beautiful, flattering, and breathable/comfortable mock neck turtleneck that's great for layering. for those unfamiliar with weston, this top - like many of their others - is essentially made of panty hose nylon. it makes for a super comfy and stretchy top, albeit a delicate one. be mindful with your hair accessories and jewelery when wearing this!
------
i wish the arms were lined - i have a large tattoo on my arm and you can see it through this, and it just looks a little odd when mixe",4,27/03/2018
Super cute top,"Very comfortable, flattering, washes nicely- love it!",4,15/07/2018
Better in the photo,"I was excited to receive this top because i love the design, but was very disappointed when it arrived. i thought the embroidery would be striking but it's not. the material is a t-shirt knit which also added to the disappointment. it was not flattering at all.",3,05/03/2018
Very cute,"I love this style. reminds me of what we used to wear back in the 70's. it's very cute, flattering, and material is a high quality. will look good with skinny or boot cut jeans. if you like this ""baby doll"" style, you'll love this.",5,05/09/2018
Wanted to love it!,"Was so excited for this top! loved the embroidered detail and the teal green color. i got it in a medium and it was swimming on me. it also had a maternity type feel since there is a lot more material (making it look blousy) than showing on the model (they must have pinned it back in the stock photo).
sadly, it's going back.",3,23/09/2018
Favorite summer top,"I love this little number. the quality is terrific, the weight is perfect, and the cut is superb. i love the way it fits and looks in the arms. i ordered my usual xxsp and it is perfect. i like that it is cool and flowy, without looking like maternity attire. i have the bright turquoise and i am going to order another. i was about to order what looks like a yellow one, but i noticed the color is labeled ""chartreuse"". can anyone tell me if this is more yellow or green in ""real life""?",5,06/04/2018
Beautiful in blue!,"I totally love this tank! the yoke detailing is so pretty! i read the other reviews...i feel it fits pretty tts, it's what i expected. i have already worn it several times since it arrived in the mail. i love it so much, i'm ordering it in the turquoise color as well. every time i have worn it, i have received compliments. i've worn it alone with shorts and/or jeans, as well as with a cardigan and dress pants for work. it's soft, comfortable and to echo what another review stated, the material s",5,20/08/2018
Gorgeous!,Gorgeous cobalt blue color!!!  usually s/m- bought the small (because of larger armholes).  so glad i snatched this one up on sale!  the detail on the top is amazing.,5,22/06/2018
Easy fit,Love this tank. it has an easy fit that hides my post baby belly with out looking to wide.,5,17/06/2018
Maternity top,"I was really wanting a nice white summer blouse to pair with patterned skirts. unfortunately, this fell short as it was huge. not only was it big, it flared at the bottom. it would be perfect if i was sporting a baby bump, but not what i am going for right now. if the tank was a bit slimmer i would have kept it as a tunic.i'm sad that i'll have to return it.",2,01/02/2018
"Unusual, cool, fun top","I love this top!! the detail on front top of the top is so cute. the length is just right. i hesitated because of the unusual armhole shape but they are really not an issue. also, thanks for finding the top as it wasn't available at distribution center, went of your way!!",5,07/12/2018
Soft tank for the summer,"I just purchased this tank in white and blue. i find it to be soft and will be perfect for hot days but also can wear into the fall with a cardigan. it's super comfy but i do find at retailer that it's best to try things on in the store (it's hard to find perfect sizes online since things are cut so differently based on the designer). i got a large and though it's a bit flowy in the tummy area, it fits nicely across my chest (not tight).",4,08/03/2018
Nice top,"I love love this top. i was on the fence about it since it runs large and is loose fitting, very loose. i tried m, l, and xl. i usually wear xl but bought an l in this. i tried m, it was loose around the mid-section but fitted at the top. i wore them with fitted skinny pants and the top looks amazing. perfect for summer. the armholes also look flattering - not too big. i like turquoise. i didn't find yellow in the store, so bought green and white. it does need some ironing.",4,31/10/2018
Wish it was longer length,"I ordered the light pink version in size xl. the details of the top and the shade of pink are pretty. but, the shirt fits me much shorter than on the model. i'm not quite 5 ft. 6 inches so it should have worked. the material is thin so i was able to stretch it out to give more length. it does look stretched-out now though. i washed it and it shrank a bit so i stretched it again. this is a top that i kept to wear under vests. the pretty colors and the softness of the material make it worth keepin",3,27/01/2018
"Odd, boxy fit","I purchased this shirt in grey. i loved the color and the details, especially the lace on the shoulders. i just found the fit to be off for me. the style certainly calls for a relaxed fit but the small was loose in an unflattering way. had the xs been available i might have considered exchanging for an xs but the s was already a bit short on me. (strange because although i am not petite, i am fairly short wasted.) i also wasn't in love with the neckline. i will continue my search for a weekend-w",3,17/10/2018
Unflattering,It's short and wide. not a good combo for anyone who isn't stick thin.,1,18/10/2018
Beautiful and tailored.,"This is much more a blouse than a ""tee"". the detailing is beautiful and the fabric on the back is a more stuff, starched cotton, not stretchy jersey. because of that i felt like this top ran small. i had to size up.",5,04/11/2018
Flattering tee,This is a really flattering tee for my curves. pretty lace details. i purchased the gray and ordered the wine. the pink looked more peach to me in the store. only reason for 4 stars is that the back material wrinkles easily. true to size (large) for me.,4,07/08/2018
Lovely lace top!,Bought this in green at my local store and fell in love with it! i also tried one in pink and it was a bit sheer which is why i opted for the green color instead. very nice and feminine.,4,21/05/2018
Great detail,I purchased this item as a gift for my wife and she loves it. the quality for the price is great. soft and comfortable. needs to be washed with care but is worth it,5,18/08/2018
Amazing product,This product is comfortable and stylish. i love the design and the color print. i can dresss it up and dress it down. it goes with everything and also fits great.,5,01/06/2018
Odd dimensions,"I wanted this tank to work so badly! it was a great deal and so beautiful. unfortunately the top fitted portion ends right below my chest then the shirt flares out so i looked like a cupcake. my belly also showed slightly because the shirt is short. if you have a short torso, this would work great. if not, unfortunately, its not great - tear",2,29/03/2018
Not for the well endowed,"I am 5'8 with curvy, muscular body and 36ddd boobs. the ruffle ends up hitting me right below my breasts and creates the look of being about 6 months pregnant. the beading is beautiful and i wish that it fit.",3,09/03/2018
So cute!,I love this! seriously would buy again. i wish it was warmer out so i could wear it,5,19/05/2018
Adorable,"I love this top. it is very short and hits at a potentially unflattering area if one has wider hips. the fabric and swing to the ""skirt"" is adorable.",3,23/07/2018
I wanted to like this...,"I wanted to like this top so so so so badly. so badly in fact, that after the first size didn't fit, i ordered two other sizes to make sure: xl, l, m. none of them worked i really wanted to like this top. the online photo makes the clothing look so flattering and the shirt is just not....at least on me. the shirt online on the model looks slimming and a lot longer than the actual piece of the clothing. the beaded work is very beautiful, but short causing the very poofy peplum to start at the mos",1,30/09/2018
~~so very retailer~~,"Absolutely beautiful - 
usually don't leave reviews here, but this top (material, beading, style) is so gorgeous i would be remiss if i didn't. i have a short torso, so the peplum hit me above the belly-button. it's very voluminous, but with the right pants and heels, it is a perfect outfit. as a full-time student, i'm apt to find retailer expensive - but this purchase was so very much worth it. in terms of sizing- i initially got the s to accommodate my bust (30f) but preferred the xs.",5,08/07/2018
Beautiful fabric!,"This top is everything i wanted it to be. the fabric is beautiful, and the fit is flowy and comfortable. i would love to own a u-neckline version.",5,22/11/2018
Great summer t,"Great t. great lightweight, almost linen like fabric. a bit on the sheer side, but love the fit and the neckline!",4,28/04/2018
Cute!,"Flattering fit and neckline. too thin to wear without a cami or tank underneath (for me), but i was expecting that. great go-to tee.",5,04/03/2018
Pretty and nicely cut,"The bright poppy red is gorgeous and the cut flattering and interesting. i'm usually between a m and l in tops but went with a s in this one because it looked too sloppy in my usual size. i'm a 32-34 d with arms that aren't tiny, and it's a bit tight across the shoulders when i reach forward but not enough to be a problem. in the smaller size it skims my hips nicely but isn't as long as pictured on the model. i would suggest pear-shaped girls size down if in-between. it is sheer but not so much",4,17/09/2018
Flattering and easy,"I tried this top because i loved the not so simple, simpleness of it. however, it was a miss for me. loved the fit and style, which i'd say is pretty true to size, i just didn't love the color on me. i went for the orange one and the color was a bit too bright for my liking. cute top though! for reference i'm a usually small, i'm 5'4"" and a small fit perfectly.",4,29/06/2018
Not a white tee,"Ordered the ""white"" tee, but when it arrived today, i was surprised by how cream it looked.the cut is nice and as other reviewers mentioned, it is on the sheer side. still on the fence of whether or not i'll keep it.",4,03/04/2018
Nice structure,Good structure and quality; a bit large and wish i had ordered something a bit brighter! (i ordered the white tee.),3,10/03/2018
Great all around top,"I have this top in orange and white. it is a great top to throw on with jeans. don't put it in the dryer, will shrink.",4,05/08/2018
Color,"The color is as pictured, like a deep coral. very comfy and great drape.",5,25/03/2018
Nice knit button up,I was pleasantly surprised when this arrived. it hangs in a flattering way and the red has a nice soft hue. i couldn't believe what a great deal i got while on sale.,5,01/11/2018
Great shirt,"I first bought the red & green at the store. when they went on sale bought the blue & ivory. love, love ,love these shirts! they go great with a skirt or jeans. so happy i got them. the fabric is stretchy, but still fits very nicely. what a great buy, hope to see more of this style again.",5,21/04/2018
"Like, don't love","I'm keeping this blouse anyway. i purchased the olive and it's such a great color. i live in a warm climate and really don't need long sleeves, but since the color is so great and pairs well with a lot, i will keep it.",4,31/05/2018
Perfect shirt,"I own this shirt in dark green,
navy, and white.
it is perfect. it drapes in such a flattering way, nice weight.
it shows curves in all the right ways but does not fit too snug, emphasizing every flaw.
and finally... the buttons are placed perfectly so that you don't have to choose between extremely conservative or way too provocative (bra showing).
well done!",5,01/07/2018
Sizing is off,"I like the feel and color of this blouse. however, i was very disappointed with the sizing. i usually wear medium so i ordered medium for this blouse, it fits way too big. it is a bummer because the ""curve"" is not even visible when i wear it.",3,30/04/2018
"Nice top, awful fabric","The top fits nice, but after one wear (didn't even washed it) the fabric was all fuzzy. would not recommend it.",2,25/08/2018
"Do love it, however:","Tried the xs on in store from an online return, loved the tailoring but the shoulder seams were a bit tight and i'm usually a s in most tops. ordered the s and while it was flowy like some mentioned, it was still tailored on top & flattering. also versatile - wore it with wide leg denim & wedges as well as cut off shorts & boots. my only complaint is as the others mentioned, the almost immediate pilling even before the wash. sad about it because i love it. will keep and give a little extra tlc.",4,24/01/2018
Perfect for petites,"I fell in love with this top when i first saw it in the store, and bought it during the 25% off sale. i'm petite, 32dd, usually a size 4. i tried the xs and s and while both fit, i like the roominess of the s so i got that size. i bought the regular size for a little extra length, but could have worn the petite. it's great for layering because of all the bright colors, and although the front is polyester, the back is knit so it's nice and cool. i personally love loose-fitting, shorter tops, so i",5,09/08/2018
Beautiful top,"Another beautiful retailer top.  i ordered a small (5.4, 112 lbs, broad shoulders, athletic build) and it looked really large when i pulled it out of the package.  it's a bit large, but i wouldn't want it tighter through the bust (34c).  the colors are vibrant and the print is really beautiful.  although it can be hand-washed, i will be taking this to the cleaners to preserve the color! i love retailer because their clothing is so often  unique.",4,05/05/2018
Great tunic,"I love this top. i got the blue, the colors are deep and just beautiful
i'm normally a large, so i feel this top runs large. i got the medium and it fits perfect 
it is long, i'm 5'6"" and it hits the bottom of my butt. 
you won't be disappointed, try this top",5,29/10/2018
Nice tunic,"This fits me more like a tunic so i wear it with jeggings. i am 5'4 and usually a 10-12 petite and the s fit well.
the arms are stretchy which i like since i have an athletic build. love the butterfly pattern !",5,04/03/2018
Inconsistent size between the two colors,"Like others are saying, the sleeve and bust are running small.  i found out that when i was trying the blue color one (butterfly).  however, before trying the blue one, i tried the neutral color one at my local store in the same size (s), it fit me perfectly, no issue with the sleeve and bust.  i don't understand why they're different.",4,14/08/2018
Beautiful design,"I purchased the tan ""ish"" gray colored one in xs. it looks a bit mauve in the pictures, but is still very beautiful.. i like the drape of the fabric and the cats on the front. the one drawback is that the arms are very snug, especially the upper arm and chest. i have not worn it yet and am debating whether or not to exchange for the next size up. just have to get to my area retailer before they sell out of the size small.",5,26/11/2018
"Nice design, but loose fit","The shirt design is very nice, but it fits very loose. it will not look good if you are heavier as this shirt will make you look wider because of the baggy fit. the sleeves though are fitted and feel a little tight. the material of the sleeves also is very itchy and feels like some wool material.",3,26/05/2018
Lovely top!,"I love this top! the arms fit slender but the rest of the top is a nice loose fit. i love the navy blue one with the print, i normally don&#39;t like long tunics but it&#39;s so flattering even for my short frame! i&#39;m usually a medium on top and bought the medium which was perfect.",5,02/11/2018
Like wearing art!,This is absolutely beautiful. the picture online doesn't do it justice. i slipped this on with skinny jeans in the store and was hooked instantly. fit was a little large. i would have tried a petite but this shirt doesn't come in petite sizes. love this!,5,23/11/2018
"Pretty, but too long on my short torso","This is a very pretty blouse and i like the mix of fabrics. i bought this in my usual size and it fit nicely except for the fact it is much too long. i have a short torso, and all this does it just cling and sit on my butt. perhaps this would work very nicely on someone that was athletic or tall and slender. sad to say, i had to return this because of the length.",4,02/03/2018
Love the design,Although the blouse is pretty it did not fit me well. i downsized two sizes and it still didn't hang well on my body. i think it looks great on the model and would probably look better on a thinner person. i am disappointed it did not work out and i will be returning it.,3,07/09/2018
Not flatteuing,While these seem like interesting designs which i applaud!  the execution in the design of the fabric is not appealing.,3,04/06/2018
Love it so much i got both,"I loved the print on both, but first bought the blue to check out the fit and feel. i went ahead and ordered the cat one today. the fit is relaxed and slightly oversized so if you want a slimmer or less boxy fit, size down. for myself, m was perfect since i'm built larger and broader on top. the top is a bit long, covers my hips and some of my bottom. it's a mixed fabric design, so the linen part may feel scratchy to sensitive types.",5,23/09/2018
Nice tunic,"I like this tunic. it is quite long and print in blue looks good with the butterflies. it feels very hot though! maybe better for winter. the sleeves are linen, i usually don't like linen much, it feels scratchy. this top works better in colder weather due to the sleeves and length of top. more like a tunic. i recommend it but am sending it back because i need something for summer.",4,18/06/2018
Gorgeous tunic,This top caught my eye in the store due to the beautiful print and lovely fabric. the photo really doesn't do it justice. i happened to have on a pencil skirt when i tried it on and the top looked great with my skirt though i will probably wear it more often with jeans or pants. it's a stunner!,5,07/10/2018
Beautiful color and style,I really love the color of this item. it is very generous in cut. i would suggest sizing down as i like my clothes more fitted. i received many compliments among my colleagues who wearing.,4,03/04/2018
Just okay,I bought the shirt in ivory and went down a size per the advice from other reviewers. what i should have done was go down 2 sizes! runs huge! my husband said i looked pregnant and that's never a good look if your not. sent this back the same day.,2,22/04/2018
Pretty tank,"I ordered the ivory in size xl. it is such a cute, comfortable top. all of the details are well-done. the quality of the material is great too. it's a flowy fit. after washing & air-drying, it does shrink a bit. great tee for summer!",5,29/08/2018
Original top - runs large,"In that i'm on the busty-side, i thought, ""surely an xl will not be too large."" ah contraire. wanted it in crimson anyway, so will try it in a large. the fabric in the white is nice in that it is substantial enough not to see-through. will look most interesting under a sweater or jacket.",4,17/05/2018
Love it!,"Got this top in white and the rust color. other reviewers mentioned it being much too large, so i went with the xs instead of my usual small. it's slightly oversized, but i love that look, and it's still flattering on me. i also didn't find there to be too much fabric. i am very tall and am happy with the length of this. 34b, 126 lbs, 5'10""",5,05/06/2018
Exactly as i'd hoped for.,"I love the details of this top: the pleats and ruffles are so pretty and the fit is flattering, especially if you have a tummy. the arm holes aren't gaping like so many tops, so you don't even need a cami underneath to hide your bra. it is a bit on the larger side. i often wear a large, but i got a medium and i may have even been able to get away with a small.",5,17/09/2018
Love this!,"I absolutely love this top.....the color, style, fit..everything! i took another reviewers advice and sized down from my normal large to a medium. i have had so many compliments wearing this top. it is very feminine, flows nicely, hangs well. love the color. can't recommend this enough!",5,12/07/2018
Perfectly cut!,This is a great summer top! love the way it drapes and the quality of the material. bought the ivory and went back for the rust but my size is sold out. my only complaint is that it doesn't come in way more colors!,5,13/08/2018
Sleeveless ruffled top,"I love the muted red pleated ruffle tank. i usually wear a large in retailer tops. this top fit a bit loose. there is a bit more space around the armholes. this only concerns me because i can't wear a bra or cami without it showing. just mentioned this in case others may wish to buy one size smaller. i am 68, around 5/5"" and weight 144 lbs. love the young, modern tops that i find at retailer. i just ordered the white version of this tank top in a medium to see how it will fit (btw, there is a",5,29/07/2018
Cute but gigantic,"Was excited for this shirt. i usually wear a medium to large depending on the cut and material, so i went with a medium. i was swimming in it. definitely recommend ordering a size below your normal.",3,07/10/2018
Boxy fit,This is a very cute designed shirt but it fits very boxy and runs large,3,31/03/2018
Practical femininity,Love this. bought the cream in store and the burgundy online. perfect alone or to wear under an retailer sweater.,5,03/11/2018
Boho vibe,Flowy boho tank. great details. good fabric. wear under a long cardigan or with a pair of denim cut offs and a necklace. oversized fit. i would size down one size.,5,02/04/2018
Pleated ruffle tank crimson,"This is an awesome tank top, comfortable, great fit, casual but with ruffles a bit dressier than an ordinary tank top. i loved it so much i came back and bought it in the cream color. this runs a bit larger and i typically take an extra large but bought this in large and its perfect.",5,01/10/2018
Too fussy and too big in the wrong places,"I tried this on in a medium in the store and it was too big overall. i thought it was a nice concept for a feminine, whimsical top so i ordered a small online. but even then a small is still too big (and i usually wear a medium or an 8 in tops). maybe if it was slimmer through the ribs/waist area it could work but it just ends up looking maternity-ish and too voluminous everywhere below the bust. the front was too short, as well (stopped higher than what is shown on the model and i'm assuming sh",2,09/05/2018
Great versatile top,"I really like the style of this top, the open sleeves are subtle. i think it is even work appropriate in a business casual environment. it is slightly short waisted in my opinion and runs a little small, but my usual medium worked for me. i am a solid 8.",4,05/02/2018
Meh,"I agree with those who thought this material looked a little cheap. i ordered the white knowing about the sleeves and thought i'd like the slits, but the material + sleeves definitely gave an undesired pirate vibe.

true to size.",3,10/10/2018
Not as expected,"Guess i should've looked at the pictures more closely. i ordered the white version and in the pictures you can't see that the sleeves are split - and it barely shows in the picture for the blue version. it also would've helped if the detail of the sleeves were noted in the item description. anyway, i will be returning this top because i don't like the way the sleeves look each time i bend my arms. looks a bit pirate-like to me.",2,21/10/2018
Cute top!,"I saw this in the store, it is definitely something i had passed over on line. it is so flattering on! i bought in ivory then immediately ordered the grey online!",5,13/11/2018
Love it!,"I seriously love this top, and at the sale price it's a steal! i ordered the ivory color and it's just as beautiful in person as in the product photos. i thankfully read the reviews and knew that the sleeves would be slit. i think the slit sleeves add more interest to an otherwise basic blouse. it can be dressed up or down and is great for work (at least in my very casual office). the fit is perfect; i ordered my normal size medium and it's definitely true-to-size.",5,15/09/2018
Fabric looks inexpensive,"The arm slits are actually subtle, and don't gape open. the chiffon type pleats are lovely, but the cotton material they overlay appears cheap and isn't dressy enough for my work.",3,06/12/2018
Useful top,"I love this, despite the split sleeves. the day it arrived i paired it with a black boucle midi skirt (from retailer) jewelry and mid high black slings and we to out to dinner with friends. several people complimented me so it must have looked as i'd hoped. i have worn it one other time with straight legged pants and a cashmere cardigan and felt comfortable and a bit more dressed up than usual slacks, jeans and shirts. it is soft, feminine and comfortable...the ubiquitous ""dress it up or dress it",5,29/06/2018
The sleeves.....,"I was aware of the split sleeves when i purchased-- hoping to try something new. they're not attractive. the slit stays open with any movement. i don't think it would be appropriate for work . overall the fit is true to size. i otherwise liked the design, but the sleeves made this a quick return ....",2,26/02/2018
Statement sleeves leave me timeless and trendy,"So the other review complained that there are slits on the sleeves of this blouse. yes, that is true. however, i love that about this blouse! i tried this blouse on in the store so the slits were not a surprise to me, but i can understand how they may upset a customer who wasn't expecting them. i think the slits are elegant and are in no way obtrusive or revealing. you could totally still wear this blouse to work or a nice dinner. i love it because its unique enough to be worn alone and simple i",5,02/08/2018
True to picture,"Due to the prior review, this top came without any surprises.  i had read about the open sleeves and actually have a dress with a similar design.  this top can be dressed up or down and is perfect with skinny pants.",4,16/03/2018
